x,y,wetdry,assumption,date,blue,green,red,NIR,missing,NDWI,p
535264.45,3541942.72,wet,assumed perennial,2023-05-05,263.11,624.33,547.22,3093.00,0,-0.66,0
535299.03,3541937.36,wet,assumed perennial,2023-05-05,240.22,565.67,451.11,2740.11,0,-0.66,0
535294.09,3541938.12,wet,assumed perennial,2023-05-05,259.00,614.22,496.78,2829.11,0,-0.64,0
535289.15,3541938.89,wet,assumed perennial,2023-05-05,249.89,604.67,471.78,3097.11,0,-0.67,0
535284.21,3541939.66,wet,assumed perennial,2023-05-05,248.67,608.89,466.78,3142.67,0,-0.68,0
535279.27,3541940.42,wet,assumed perennial,2023-05-05,227.67,601.33,444.22,2927.33,0,-0.66,0
535274.33,3541941.19,wet,assumed perennial,2023-05-05,212.44,528.11,438.56,2748.56,0,-0.68,0
535269.39,3541941.95,wet,assumed perennial,2023-05-05,210.33,515.33,445.67,2928.11,0,-0.70,0
535259.50,3541943.49,wet,assumed perennial,2023-05-05,296.33,717.00,604.44,2980.89,0,-0.61,0
535517.00,3541876.39,wet,assumed perennial,2023-05-06,418.44,716.33,699.78,2847.33,0,-0.60,0
535512.02,3541875.93,wet,assumed perennial,2023-05-06,417.89,733.11,702.11,2826.33,0,-0.59,0
535521.98,3541876.84,wet,assumed perennial,2023-05-06,382.33,675.00,621.22,2796.89,0,-0.61,0
535526.96,3541877.30,wet,assumed perennial,2023-05-06,371.67,680.89,606.33,2796.33,0,-0.61,0
535531.94,3541877.76,wet,assumed perennial,2023-05-06,440.33,758.11,706.33,2995.89,0,-0.60,0
535625.52,3541854.76,wet,assumed perennial,2023-05-06,448.00,714.89,690.67,2677.00,0,-0.58,0
535630.00,3541852.53,wet,assumed perennial,2023-05-06,428.89,703.22,619.22,2842.11,0,-0.60,0
535616.56,3541859.20,wet,assumed perennial,2023-05-06,572.78,878.44,969.33,2542.44,0,-0.49,0
535639.68,3541851.20,wet,assumed perennial,2023-05-06,400.44,638.22,564.67,2879.44,0,-0.64,0
535644.68,3541851.22,wet,assumed perennial,2023-05-06,397.11,655.67,582.11,2890.56,0,-0.63,0
535621.04,3541856.98,wet,assumed perennial,2023-05-06,477.67,762.89,776.00,2553.67,0,-0.54,0
535612.09,3541861.42,wet,assumed perennial,2023-05-06,650.56,953.00,1092.33,2741.22,0,-0.48,0
535607.61,3541863.64,wet,assumed perennial,2023-05-06,795.89,1105.78,1309.56,3062.56,0,-0.47,0
535674.35,3541852.91,wet,assumed perennial,2023-05-06,447.22,744.89,652.11,3265.89,0,-0.63,0
535669.68,3541851.35,wet,assumed perennial,2023-05-06,412.78,679.78,575.33,3097.33,0,-0.64,0
535634.68,3541851.17,wet,assumed perennial,2023-05-06,415.22,691.22,602.33,2990.11,0,-0.62,0
535502.06,3541875.02,wet,assumed perennial,2023-05-06,455.11,738.56,707.22,2846.78,0,-0.59,0
535386.11,3541916.57,wet,assumed perennial,2023-05-06,530.56,811.67,800.11,3213.11,0,-0.60,0
535492.11,3541874.10,wet,assumed perennial,2023-05-06,417.33,724.78,659.22,3042.44,0,-0.62,0
535683.47,3541857.01,wet,assumed perennial,2023-05-06,453.89,761.00,652.33,3250.56,0,-0.62,0
535381.44,3541918.36,wet,assumed perennial,2023-05-06,473.89,783.78,750.11,3276.33,0,-0.61,0
535376.77,3541920.15,wet,assumed perennial,2023-05-06,400.78,715.22,622.67,3033.78,0,-0.62,0
535413.95,3541905.42,wet,assumed perennial,2023-05-06,433.11,743.33,654.67,3033.11,0,-0.61,0
535418.51,3541903.38,wet,assumed perennial,2023-05-06,486.33,793.00,736.22,3097.78,0,-0.59,0
535423.08,3541901.34,wet,assumed perennial,2023-05-06,582.89,887.67,898.89,3078.56,0,-0.55,0
535427.64,3541899.30,wet,assumed perennial,2023-05-06,596.44,902.78,919.33,3052.33,0,-0.54,0
535450.47,3541889.09,wet,assumed perennial,2023-05-06,376.78,682.22,603.89,2612.67,0,-0.59,0
535459.59,3541885.01,wet,assumed perennial,2023-05-06,406.56,693.78,609.78,2874.33,0,-0.61,0
535455.03,3541887.05,wet,assumed perennial,2023-05-06,388.67,678.89,616.00,2690.33,0,-0.60,0
535468.72,3541880.93,wet,assumed perennial,2023-05-06,385.78,681.89,594.22,3101.22,0,-0.64,0
535464.16,3541882.97,wet,assumed perennial,2023-05-06,395.44,697.89,613.11,3033.33,0,-0.63,0
535473.29,3541878.89,wet,assumed perennial,2023-05-06,394.56,724.89,643.78,3087.56,0,-0.62,0
535477.85,3541876.85,wet,assumed perennial,2023-05-06,399.33,725.22,660.11,3174.00,0,-0.63,0
535487.13,3541873.64,wet,assumed perennial,2023-05-06,407.89,732.78,655.78,3141.56,0,-0.62,0
535482.42,3541874.81,wet,assumed perennial,2023-05-06,406.78,733.89,652.78,3165.11,0,-0.62,0
535497.09,3541874.56,wet,assumed perennial,2023-05-06,445.89,731.11,679.78,2930.00,0,-0.60,0
535507.04,3541875.47,wet,assumed perennial,2023-05-06,435.00,737.11,697.00,2794.22,0,-0.58,0
535692.59,3541861.10,wet,assumed perennial,2023-05-06,449.78,756.22,626.44,3260.89,0,-0.62,0
535719.32,3541874.38,wet,assumed perennial,2023-05-06,364.00,674.78,572.11,2887.00,0,-0.62,0
535678.91,3541854.96,wet,assumed perennial,2023-05-06,449.22,765.56,659.89,3221.00,0,-0.62,0
535786.09,3541934.72,wet,assumed perennial,2023-05-06,360.33,636.00,511.22,3148.78,0,-0.66,0
535782.38,3541931.36,wet,assumed perennial,2023-05-06,363.56,628.22,507.67,2960.11,0,-0.65,0
535789.80,3541938.07,wet,assumed perennial,2023-05-06,369.11,646.67,522.89,3156.33,0,-0.66,0
535794.09,3541940.63,wet,assumed perennial,2023-05-06,405.56,678.33,594.22,3229.00,0,-0.65,0
535798.40,3541943.16,wet,assumed perennial,2023-05-06,426.22,688.89,622.78,3347.11,0,-0.66,0
535802.71,3541945.70,wet,assumed perennial,2023-05-06,426.67,698.89,611.11,3323.11,0,-0.65,0
535837.19,3541965.99,wet,assumed perennial,2023-05-06,352.22,618.44,501.89,2989.33,0,-0.66,0
535701.71,3541865.20,wet,assumed perennial,2023-05-06,426.89,744.22,595.78,3258.89,0,-0.63,0
535841.49,3541968.53,wet,assumed perennial,2023-05-06,363.56,634.33,506.56,2953.22,0,-0.65,0
535824.26,3541958.38,wet,assumed perennial,2023-05-06,383.67,651.56,557.56,3130.56,0,-0.66,0
535828.57,3541960.92,wet,assumed perennial,2023-05-06,366.33,635.22,539.22,3000.67,0,-0.65,0
535819.95,3541955.84,wet,assumed perennial,2023-05-06,406.11,650.67,540.89,3289.89,0,-0.67,0
535815.64,3541953.31,wet,assumed perennial,2023-05-06,403.67,648.78,534.11,3335.78,0,-0.67,0
535811.33,3541950.77,wet,assumed perennial,2023-05-06,394.56,664.00,541.44,3295.44,0,-0.66,0
535807.02,3541948.24,wet,assumed perennial,2023-05-06,415.00,678.33,561.89,3256.89,0,-0.66,0
535390.78,3541914.78,wet,assumed perennial,2023-05-06,531.44,816.22,833.22,3076.56,0,-0.58,0
535832.88,3541963.45,wet,assumed perennial,2023-05-06,348.67,605.44,514.00,2948.11,0,-0.66,0
535706.27,3541867.25,wet,assumed perennial,2023-05-06,450.22,746.78,614.44,3292.22,0,-0.63,0
535710.84,3541869.30,wet,assumed perennial,2023-05-06,452.44,734.78,626.22,3191.89,0,-0.63,0
535715.40,3541871.35,wet,assumed perennial,2023-05-06,428.67,716.56,606.11,3146.89,0,-0.63,0
535697.15,3541863.15,wet,assumed perennial,2023-05-06,437.67,755.11,607.11,3213.56,0,-0.62,0
535771.25,3541921.31,wet,assumed perennial,2023-05-06,365.44,625.78,493.11,2945.00,0,-0.65,0
535774.96,3541924.66,wet,assumed perennial,2023-05-06,360.78,616.78,494.11,2712.11,0,-0.63,0
535778.67,3541928.01,wet,assumed perennial,2023-05-06,356.67,606.67,499.00,2634.78,0,-0.63,0
535767.54,3541917.96,wet,assumed perennial,2023-05-06,380.00,644.56,504.44,3107.00,0,-0.66,0
535763.83,3541914.60,wet,assumed perennial,2023-05-06,377.67,655.33,523.78,3081.67,0,-0.65,0
535760.12,3541911.25,wet,assumed perennial,2023-05-06,371.67,652.00,539.89,2996.56,0,-0.64,0
535756.42,3541907.90,wet,assumed perennial,2023-05-06,376.11,663.67,533.22,2866.44,0,-0.62,0
535745.29,3541897.84,wet,assumed perennial,2023-05-06,397.89,630.22,531.44,2898.00,0,-0.64,0
535749.00,3541901.19,wet,assumed perennial,2023-05-06,379.33,623.11,526.22,2832.00,0,-0.64,0
535752.71,3541904.55,wet,assumed perennial,2023-05-06,361.89,649.44,517.89,2798.11,0,-0.62,0
535734.16,3541887.78,wet,assumed perennial,2023-05-06,375.89,668.33,559.44,3157.11,0,-0.65,0
535741.58,3541894.49,wet,assumed perennial,2023-05-06,392.56,646.67,541.67,3006.00,0,-0.65,0
535737.87,3541891.14,wet,assumed perennial,2023-05-06,379.00,665.22,552.11,3116.00,0,-0.65,0
535730.45,3541884.43,wet,assumed perennial,2023-05-06,358.67,651.22,538.67,2856.78,0,-0.63,0
535726.74,3541881.08,wet,assumed perennial,2023-05-06,356.33,645.56,551.67,2795.11,0,-0.62,0
535723.03,3541877.73,wet,assumed perennial,2023-05-06,354.00,661.11,565.00,2854.11,0,-0.62,0
535688.03,3541859.06,wet,assumed perennial,2023-05-06,450.33,749.22,656.33,3270.56,0,-0.63,0
535395.44,3541912.99,wet,assumed perennial,2023-05-06,467.11,735.78,721.11,2638.78,0,-0.56,0
535400.11,3541911.20,wet,assumed perennial,2023-05-06,417.56,688.00,631.56,2482.33,0,-0.57,0
535404.78,3541909.41,wet,assumed perennial,2023-05-06,368.78,665.33,579.33,2548.22,0,-0.59,0
535121.16,3541964.95,wet,assumed perennial,2023-05-06,566.89,864.56,915.56,2798.22,0,-0.53,0
535150.80,3541960.35,wet,assumed perennial,2023-05-06,499.67,771.22,780.44,2853.56,0,-0.57,0
535145.86,3541961.11,wet,assumed perennial,2023-05-06,552.56,830.33,873.56,3011.78,0,-0.57,0
535155.75,3541959.58,wet,assumed perennial,2023-05-06,426.44,705.00,690.67,2918.33,0,-0.61,0
535140.92,3541961.88,wet,assumed perennial,2023-05-06,549.11,845.11,876.00,3012.78,0,-0.56,0
535135.98,3541962.65,wet,assumed perennial,2023-05-06,525.00,847.11,804.78,3002.67,0,-0.56,0
535131.04,3541963.41,wet,assumed perennial,2023-05-06,542.67,864.56,847.67,2977.44,0,-0.55,0
533482.61,3542675.68,wet,assumed perennial,2023-05-06,478.22,762.89,768.00,2305.33,0,-0.50,0
535126.10,3541964.18,wet,assumed perennial,2023-05-06,586.33,893.44,931.33,2896.56,0,-0.53,0
535160.69,3541958.81,wet,assumed perennial,2023-05-06,405.22,690.89,673.78,3033.44,0,-0.63,0
535170.57,3541957.28,wet,assumed perennial,2023-05-06,420.22,724.44,703.44,2967.33,0,-0.61,0
535175.51,3541956.52,wet,assumed perennial,2023-05-06,418.44,725.11,694.00,2950.78,0,-0.61,0
535195.27,3541953.45,wet,assumed perennial,2023-05-06,364.00,640.67,561.33,2796.89,0,-0.63,0
535190.33,3541954.22,wet,assumed perennial,2023-05-06,374.78,660.67,603.44,2883.56,0,-0.63,0
535185.39,3541954.98,wet,assumed perennial,2023-05-06,388.11,685.78,629.00,2939.44,0,-0.62,0
535180.45,3541955.75,wet,assumed perennial,2023-05-06,412.00,712.89,658.78,3042.00,0,-0.62,0
535165.63,3541958.05,wet,assumed perennial,2023-05-06,420.22,720.56,704.78,3119.00,0,-0.62,0
535210.10,3541951.15,wet,assumed perennial,2023-05-06,488.00,793.44,805.78,3196.56,0,-0.60,0
533487.55,3542676.47,wet,assumed perennial,2023-05-06,433.67,721.00,686.78,2366.00,0,-0.53,0
533512.24,3542680.42,wet,assumed perennial,2023-05-06,473.56,810.78,718.78,2781.22,0,-0.55,0
530514.64,3544471.63,wet,assumed perennial,2023-05-06,889.78,1155.89,1412.33,2385.89,0,-0.35,0
530519.48,3544472.89,wet,assumed perennial,2023-05-06,867.67,1125.22,1354.56,2432.78,0,-0.37,0
530524.36,3544473.83,wet,assumed perennial,2023-05-06,829.33,1097.67,1270.89,2460.00,0,-0.38,0
530529.36,3544474.02,wet,assumed perennial,2023-05-06,755.11,1028.33,1116.33,2590.89,0,-0.43,0
530534.36,3544474.21,wet,assumed perennial,2023-05-06,701.11,963.44,1051.00,2626.33,0,-0.46,0
530539.31,3544473.64,wet,assumed perennial,2023-05-06,598.89,862.33,918.22,2706.22,0,-0.52,0
533536.93,3542684.36,wet,assumed perennial,2023-05-06,473.11,784.33,708.89,2795.00,0,-0.56,0
533492.49,3542677.26,wet,assumed perennial,2023-05-06,434.67,724.33,676.89,2469.33,0,-0.55,0
533531.99,3542683.57,wet,assumed perennial,2023-05-06,468.89,773.11,691.11,2837.67,0,-0.57,0
533522.11,3542682.00,wet,assumed perennial,2023-05-06,463.78,782.67,706.44,2772.78,0,-0.56,0
533517.18,3542681.21,wet,assumed perennial,2023-05-06,471.00,797.11,712.44,2777.78,0,-0.55,0
533472.74,3542674.11,wet,assumed perennial,2023-05-06,640.00,957.78,1006.56,2841.89,0,-0.50,0
533477.68,3542674.90,wet,assumed perennial,2023-05-06,615.22,918.89,968.22,2695.89,0,-0.49,0
533497.43,3542678.05,wet,assumed perennial,2023-05-06,454.44,733.11,678.67,2660.00,0,-0.57,0
533502.36,3542678.84,wet,assumed perennial,2023-05-06,470.67,771.22,706.89,2906.78,0,-0.58,0
533507.30,3542679.63,wet,assumed perennial,2023-05-06,467.89,789.22,714.11,2855.00,0,-0.57,0
533527.05,3542682.79,wet,assumed perennial,2023-05-06,450.00,772.33,679.56,2763.00,0,-0.56,0
535205.15,3541951.92,wet,assumed perennial,2023-05-06,413.89,744.89,689.89,3226.44,0,-0.62,0
530509.80,3544470.36,wet,assumed perennial,2023-05-06,912.89,1201.33,1460.67,2461.00,0,-0.34,0
535219.98,3541949.62,wet,assumed perennial,2023-05-06,447.11,753.22,745.33,2964.67,0,-0.59,0
535328.68,3541932.76,wet,assumed perennial,2023-05-06,509.11,862.89,811.56,3221.00,0,-0.58,0
535323.74,3541933.52,wet,assumed perennial,2023-05-06,488.33,856.56,789.67,3313.44,0,-0.59,0
535333.62,3541931.99,wet,assumed perennial,2023-05-06,460.22,774.44,729.56,3007.78,0,-0.59,0
535338.56,3541931.23,wet,assumed perennial,2023-05-06,399.11,714.22,639.78,2812.56,0,-0.59,0
535358.10,3541927.32,wet,assumed perennial,2023-05-06,439.44,742.67,668.33,3027.11,0,-0.61,0
535200.21,3541952.68,wet,assumed perennial,2023-05-06,377.56,702.78,624.89,3085.44,0,-0.63,0
535367.44,3541923.74,wet,assumed perennial,2023-05-06,369.44,638.33,571.00,2770.89,0,-0.63,0
535318.80,3541934.29,wet,assumed perennial,2023-05-06,442.44,780.67,689.22,3309.22,0,-0.62,0
535372.10,3541921.95,wet,assumed perennial,2023-05-06,382.22,680.33,588.44,2929.33,0,-0.62,0
535348.44,3541929.69,wet,assumed perennial,2023-05-06,410.00,739.33,626.11,2895.56,0,-0.59,0
535343.50,3541930.46,wet,assumed perennial,2023-05-06,387.89,708.56,608.00,2782.33,0,-0.59,0
535445.90,3541891.13,wet,assumed perennial,2023-05-06,394.44,702.11,644.78,2633.78,0,-0.58,0
535441.34,3541893.17,wet,assumed perennial,2023-05-06,401.78,698.22,659.56,2558.33,0,-0.57,0
535436.77,3541895.22,wet,assumed perennial,2023-05-06,410.00,721.33,679.67,2499.67,0,-0.55,0
535432.21,3541897.26,wet,assumed perennial,2023-05-06,480.22,790.89,779.33,2733.56,0,-0.55,0
535409.38,3541907.46,wet,assumed perennial,2023-05-06,384.56,683.67,607.11,2719.56,0,-0.60,0
535353.38,3541928.93,wet,assumed perennial,2023-05-06,436.22,745.67,666.89,3076.22,0,-0.61,0
535308.91,3541935.82,wet,assumed perennial,2023-05-06,393.44,696.00,572.11,2955.00,0,-0.62,0
535362.77,3541925.53,wet,assumed perennial,2023-05-06,398.89,669.89,601.44,2786.78,0,-0.61,0
535313.86,3541935.06,wet,assumed perennial,2023-05-06,405.22,721.78,592.22,3073.33,0,-0.62,0
535303.97,3541936.59,wet,assumed perennial,2023-05-06,394.56,684.22,592.56,2805.78,0,-0.61,0
535224.92,3541948.85,wet,assumed perennial,2023-05-06,430.56,736.78,722.67,2979.22,0,-0.60,0
535229.86,3541948.09,wet,assumed perennial,2023-05-06,429.67,741.44,734.56,3010.89,0,-0.60,0
535234.80,3541947.32,wet,assumed perennial,2023-05-06,446.33,769.11,756.44,3085.22,0,-0.60,0
535239.74,3541946.55,wet,assumed perennial,2023-05-06,437.33,740.56,709.11,3072.22,0,-0.61,0
535244.68,3541945.79,wet,assumed perennial,2023-05-06,448.00,740.89,729.56,3063.89,0,-0.61,0
535249.62,3541945.02,wet,assumed perennial,2023-05-06,459.56,735.67,735.67,3027.44,0,-0.61,0
535254.56,3541944.25,wet,assumed perennial,2023-05-06,459.11,764.78,747.56,3060.89,0,-0.60,0
535215.04,3541950.38,wet,assumed perennial,2023-05-06,510.44,807.11,853.78,3074.44,0,-0.58,0
535264.45,3541942.72,wet,assumed perennial,2023-05-06,447.44,740.89,701.67,2981.00,0,-0.60,0
535299.03,3541937.36,wet,assumed perennial,2023-05-06,405.00,690.22,624.00,2794.33,0,-0.60,0
535294.09,3541938.12,wet,assumed perennial,2023-05-06,415.44,695.67,633.56,2784.11,0,-0.60,0
535289.15,3541938.89,wet,assumed perennial,2023-05-06,398.67,704.67,612.33,2997.89,0,-0.62,0
535284.21,3541939.66,wet,assumed perennial,2023-05-06,386.22,708.44,597.67,3055.11,0,-0.62,0
535279.27,3541940.42,wet,assumed perennial,2023-05-06,356.22,688.11,574.33,3043.44,0,-0.63,0
535274.33,3541941.19,wet,assumed perennial,2023-05-06,384.22,699.11,633.22,2908.67,0,-0.61,0
535269.39,3541941.95,wet,assumed perennial,2023-05-06,413.33,710.67,660.44,2947.89,0,-0.61,0
535259.50,3541943.49,wet,assumed perennial,2023-05-06,452.11,754.44,733.44,3013.33,0,-0.60,0
535517.00,3541876.39,wet,assumed perennial,2023-05-09,334.78,605.78,657.44,2869.89,0,-0.65,0
535512.02,3541875.93,wet,assumed perennial,2023-05-09,345.89,635.22,681.33,2900.33,0,-0.64,0
535521.98,3541876.84,wet,assumed perennial,2023-05-09,266.44,504.78,546.33,2734.00,0,-0.69,0
535526.96,3541877.30,wet,assumed perennial,2023-05-09,261.22,489.67,528.44,2743.00,0,-0.70,0
535531.94,3541877.76,wet,assumed perennial,2023-05-09,330.22,581.44,630.67,2986.33,0,-0.67,0
535625.52,3541854.76,wet,assumed perennial,2023-05-09,318.56,536.67,596.22,2413.33,0,-0.64,0
535630.00,3541852.53,wet,assumed perennial,2023-05-09,306.78,557.56,561.33,2678.56,0,-0.66,0
535616.56,3541859.20,wet,assumed perennial,2023-05-09,453.78,757.56,921.89,2411.89,0,-0.52,0
535639.68,3541851.20,wet,assumed perennial,2023-05-09,264.89,514.33,486.67,2877.11,0,-0.70,0
535644.68,3541851.22,wet,assumed perennial,2023-05-09,299.11,509.33,492.44,2829.11,0,-0.69,0
535621.04,3541856.98,wet,assumed perennial,2023-05-09,354.78,592.22,684.56,2351.56,0,-0.60,0
535612.09,3541861.42,wet,assumed perennial,2023-05-09,479.22,823.56,1022.56,2583.33,0,-0.52,0
535607.61,3541863.64,wet,assumed perennial,2023-05-09,628.00,1075.56,1319.44,3023.33,0,-0.48,0
535674.35,3541852.91,wet,assumed perennial,2023-05-09,325.56,635.89,585.22,3501.00,0,-0.69,0
535669.68,3541851.35,wet,assumed perennial,2023-05-09,281.56,561.11,494.11,3239.78,0,-0.70,0
535634.68,3541851.17,wet,assumed perennial,2023-05-09,282.67,562.78,534.78,2862.67,0,-0.67,0
535502.06,3541875.02,wet,assumed perennial,2023-05-09,354.56,628.44,684.89,2969.78,0,-0.65,0
535386.11,3541916.57,wet,assumed perennial,2023-05-09,359.11,673.11,707.33,3119.22,0,-0.65,0
535492.11,3541874.10,wet,assumed perennial,2023-05-09,293.56,585.44,609.44,3158.22,0,-0.69,0
535683.47,3541857.01,wet,assumed perennial,2023-05-09,340.89,641.44,579.11,3393.33,0,-0.68,0
535381.44,3541918.36,wet,assumed perennial,2023-05-09,324.89,629.44,623.11,3455.11,0,-0.69,0
535376.77,3541920.15,wet,assumed perennial,2023-05-09,303.22,556.44,515.00,3148.89,0,-0.70,0
535413.95,3541905.42,wet,assumed perennial,2023-05-09,300.00,596.11,561.44,3187.33,0,-0.68,0
535418.51,3541903.38,wet,assumed perennial,2023-05-09,344.22,654.33,655.00,3300.22,0,-0.67,0
535423.08,3541901.34,wet,assumed perennial,2023-05-09,444.44,789.89,827.44,3212.33,0,-0.61,0
535427.64,3541899.30,wet,assumed perennial,2023-05-09,453.78,800.22,870.33,3153.11,0,-0.60,0
535450.47,3541889.09,wet,assumed perennial,2023-05-09,294.44,586.33,568.67,2812.89,0,-0.66,0
535459.59,3541885.01,wet,assumed perennial,2023-05-09,287.67,584.22,555.44,3061.67,0,-0.68,0
535455.03,3541887.05,wet,assumed perennial,2023-05-09,289.67,588.22,587.56,2938.44,0,-0.67,0
535468.72,3541880.93,wet,assumed perennial,2023-05-09,272.67,565.00,526.89,3295.33,0,-0.71,0
535464.16,3541882.97,wet,assumed perennial,2023-05-09,288.89,600.44,557.00,3225.89,0,-0.69,0
535473.29,3541878.89,wet,assumed perennial,2023-05-09,293.11,586.44,580.11,3250.44,0,-0.69,0
535477.85,3541876.85,wet,assumed perennial,2023-05-09,295.89,597.44,580.89,3333.44,0,-0.70,0
535487.13,3541873.64,wet,assumed perennial,2023-05-09,318.33,604.22,607.67,3208.44,0,-0.68,0
535482.42,3541874.81,wet,assumed perennial,2023-05-09,322.33,597.89,594.89,3271.11,0,-0.69,0
535497.09,3541874.56,wet,assumed perennial,2023-05-09,326.11,602.11,640.33,3061.22,0,-0.67,0
535507.04,3541875.47,wet,assumed perennial,2023-05-09,348.78,634.67,686.89,2923.56,0,-0.64,0
535692.59,3541861.10,wet,assumed perennial,2023-05-09,339.78,655.67,578.22,3346.67,0,-0.67,0
535719.32,3541874.38,wet,assumed perennial,2023-05-09,270.67,524.67,512.44,3056.67,0,-0.71,0
535678.91,3541854.96,wet,assumed perennial,2023-05-09,338.00,648.56,600.22,3434.89,0,-0.68,0
535786.09,3541934.72,wet,assumed perennial,2023-05-09,248.67,468.56,441.89,3070.00,0,-0.74,0
535782.38,3541931.36,wet,assumed perennial,2023-05-09,242.56,454.67,424.44,2832.78,0,-0.72,0
535789.80,3541938.07,wet,assumed perennial,2023-05-09,275.00,511.89,478.22,3186.00,0,-0.72,0
535794.09,3541940.63,wet,assumed perennial,2023-05-09,296.67,574.67,554.78,3452.00,0,-0.71,0
535798.40,3541943.16,wet,assumed perennial,2023-05-09,308.00,596.33,561.78,3354.67,0,-0.70,0
535802.71,3541945.70,wet,assumed perennial,2023-05-09,311.22,602.11,541.33,3319.11,0,-0.69,0
535837.19,3541965.99,wet,assumed perennial,2023-05-09,224.56,452.33,439.11,3003.67,0,-0.74,0
535701.71,3541865.20,wet,assumed perennial,2023-05-09,319.89,614.11,543.33,3327.33,0,-0.69,0
535841.49,3541968.53,wet,assumed perennial,2023-05-09,231.00,463.67,430.78,3030.44,0,-0.73,0
535824.26,3541958.38,wet,assumed perennial,2023-05-09,282.00,508.78,493.33,3192.33,0,-0.73,0
535828.57,3541960.92,wet,assumed perennial,2023-05-09,265.22,472.89,462.78,2987.56,0,-0.73,0
535819.95,3541955.84,wet,assumed perennial,2023-05-09,294.22,539.78,507.56,3439.11,0,-0.73,0
